No,Code,Loc,ID,Desc,EC,TA,TW,Q,Coordx,Coordy,Coordz,SiO2,SiO4,Al,Fe,Ca,Mg,Na,K ,Li,NH3,Cl,SO4,HCO3,H2S,B,Al3+,As3+,NH4+,CO3-,F,Br,NO3,PO42-,H2S,pH,GT1,GT2,GT3,GT4,GT5,GT6,GT7,GT8,GT9,GT10,GT11,GT12,GT13,GT14,GT15,GT16,GT17,GT18,GT19,GT20,GT21,GT22,GT23,GT24,GT25,GT26,18O,D,RE,Kelompok Data
373,10101,ML-H1 100%,,,,,,,,,,471,,,,,,,,,,1724,,,,,,,,,,,,,,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfiandy dkk,
374,10102,ML-H1 100%,,,,,,,,,,569,,,,,,,,,,1841,,,,,,,,,,,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfiandy dkk,
375,10103,ML-H1 100%,,,,,,,,,,565,,,,,,,,,,1930,,,,,,,,,,,,,,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfiandy dkk,
376,10104,Gedongsongo,GDS-UGM-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.25,31.46,-145.35,,,,,,,,,,,,,,372.94,394.7,335.6,365.6,334.92,353.74,,,,,,,Wahyudi dkk,
377,10105,Gedongsongo,West-Ung-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.86,69.77,354.17,,92.89,94.82,177.77,64.21,42.69,-3.48,-21.62,,,,,,515.39,553.2,457.32,457.32,420.56,429.59,-7.78,25.34,113.38,151.92,,,Wahyudi dkk,
378,10106,Gedongsongo,East Ung-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.08,30.15,-137.95,,176.34,165.19,261.3,149.32,126.5,76.74,52.87,,,,,,379.92,402.37,370.38,330.38,357.77,357.77,,,,,,,Wahyudi dkk,
379,10107,Kaliulo,KLO-UGW-9,,,,,,,,,,,,,,34.6,5152.9,182.1,,,5345.1,13,419.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
380,10108,Kaliulo,KLO-UGW-10,,,,,,,,,,,,,,17.4,44,3.4,,,75.4,15,320.4,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
381,10109,Diwak,DWK-UGW-17A,,,,,,,,,,,,,,30.4,128.1,1.9,,,111.5,0.1,1436.6,,,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
382,10110,Diwak,DWK-UGW-17B,,,,,,,,,,,,,,6.9,46.3,0.6,,,19.2,1.8,292.3,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
383,10111,Derekan,DRK-UGW-21,,,,,,,,,,,,,,31.3,131.1,2.2,,,119.1,0.3,1561.8,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
384,10112,Gonoharjo,GNH-YBE-1,,,,,,,,,140.6,,,,,82,146.6,36,0.2,,253.5,0.5,1122.7,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
385,10113,Medini,MDN-YBE-1,,,,,,,,,158.82,,,,,80.9,155,37.8,0.3,,94.5,1,1220.7,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Emianto dan Aribowo, 2011)",
386,10114,Medini,MDN-YBE-2,,,,,,,,,166.8,,,,,85.1,158.7,38,0.3,,97.5,1.4,1287.5,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Emianto dan Aribowo, 2011)",
387,10115,Gedongsongo,GDS-UGW-2,,,,,,,,,,,,,,10.4,25.3,8.6,,,1.2,136.2,58.7,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Emianto dan Aribowo, 2011)",
388,10116,Gedongsongo,West Ung-1,,,,,,,,,41.1,,,,,40.4,91.8,54.3,0.1,,753.3,3008.2,0,,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
389,10117,Gedongsongo,East Ung-2,,,,,,,,,189.6,,,,,3.7,17.6,6.2,0,,790,5.7,0,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Nukman, 2009)",
390,10118,Kendalisodo,KDL-UGW-15A,,,,,,,,,,,,,,117.8,701,44.2,,,998.9,0.1,1734,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
391,10119,Kendalisodo,KDL-UGW-15B,,,,,,,,,,,,,,126.1,747,47.2,,,1089.2,0,1826.1,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Phuong dkk, 2005)",
392,10120,Kendalisodo,KDL-HN-KT-2,,,,,,,,,130.5,,,,,33.8,142.2,25.9,3,,162.5,1.6,643.9,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Nurohman dan Aribowo, 2012)",
393,10121,Kendalisodo,KDL-HN-KJI-1,,,,,,,,,137.8,,,,,80,653.5,63.3,3.2,,1001.1,1.2,1417.2,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Nurohman dan Aribowo, 2012)",
394,10122,Kendalisodo,KDL-HN-KJI-1,,,,,,,,,161.6,,,,,84.1,701.5,65.4,0.4,,1059.6,1.5,1569.7,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Nurohman dan Aribowo, 2012)",
395,10123,Kendalisodo,KDL-HN-KT-2,,,,,,,,,135.7,,,,,35.2,154.6,27.4,0.4,,266.5,1.1,550,,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Nurohman dan Aribowo, 2012)",
396,10124,Kendalisodo,KDL-HN-PR,,,,,,,,,138.24,,,,,146.8,164.5,68.4,0.1,,122.7,0,1649.1,,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Nurohman dan Aribowo, 2012)",
397,10125,Mapos-1 hotspring (APMP-1),,"Hotwater pool with 3,6 m diameters, clear, tasteless – a bit acid, H2S smell, have continuous gas bubbles, has residual silica around the spring, has mud deposit that contain sulphur in the flow.",1.3,"28,6","51,4","1,4",232.674,9.039.323,724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
398,10126,Mapos-2 hotspring (APMP-2),,"Clear, tasteless - a bit acid, a bit smell of sulphur, has mud deposit that contain sulphur in the flow.",1.284,"29,2","50,1","0,4",232.68,9.039.324,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
399,10127,Compang Teber hotspring (APCT),,"Clear, odorless, a bit acid, has iron oxide deposit and thin sinter carbonate.",2.16,"26,8","45,0","0,5",234.991,9.041.552,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
400,10128,Waelareng hotspring (APWL),,"Clear, a bit acid, odorless.",964,"29,3","34,3","0,5",227.323,9.038.454,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
401,10129,Rana Masak-1 hotspring (APRNM-1),,"Hotwater pool with 4,8 m diamaters, clear, odorless, salty, have continuous bubbles, has wide (100x100m) sinter carbonate, has salt deposit and iron oxide deposit.",16.216,"32,0","46,6","0,6",240.836,9.034.332,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
402,10130,Rana Masak-2 hotspring (APRNM-2),,"Hotwater pool with 4,8 m diamaters, clear, odorless, salty, have continuous bubbles, has wide sinter carbonate, has salt deposit and iron oxide deposit.",16.21,"29,0","43,0","0,4",240.845,9.034.331,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
403,10131,Rana Roko hotspring (APRNK),,"Hotwater pool with 0,76 m diameters, clear, odorless, salty, have continuous bubbles, has sinter carbonate, has salt deposit and iron oxide deposit.",6.2,"27,0","38,0","0,5",240.144,9.026.390,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iqbal dkk,
404,10132,APMP -1,,,1.3,,,,,,,"27,55",,,"0,13","152,50","31,85","127,60","11,15","0,10",,"18,26","470,50","299,70",,"1,27","0,03","0,05","1,16","0,00","0,19",,,,,"5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,44",Iqbal dkk,
405,10133,APMP -2,,,1.284,,,,,,,"26,75",,,"0,12","161,00","32,94","128,70","10,58","0,10",,"20,47","492,75","297,98",,"1,49","0,05","0,05","1,14","0,00","0,12",,,,,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,28",Iqbal dkk,
406,10134,APRNM-1,,,16.216,,,,,,,"29,99",,,"0,00","547,10","118,83","2311,20","308,41","8,38",,"4562,40","282,70","683,17",,"103,97","0,04","0,76","5,58","0,00","1,00",,,,,"6,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,64",Iqbal dkk,
407,10135,APRNM-2,,,16.21,,,,,,,"31,21",,,"7,59","486,10","115,46","1995,30","264,64","7,76",,"4169,30","272,70","924,20",,"92,07","0,04","1,37","6,86","0,00","0,10",,,,,"5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,71",Iqbal dkk,
408,10136,APRNK,,,6.2,,,,,,,"136,66",,,"2,16","360,90","96,69","466,20","11,52","0,13",,"1050,44","306,53","544,72",,"10,79","0,03","0,00","1,65","0,00","0,44",,,,,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,86",Iqbal dkk,
409,10137,APCT,,,2.16,,,,,,,"61,52",,,"1,08","322,10","11,68","117,80","5,97","0,13",,"8,76","942,44","189,56",,"0,57","0,03","0,01","2,17","0,00","0,14",,,,,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,07",Iqbal dkk,
410,10138,APWL,,,964,,,,,,,"135,22",,,"0,00","71,80","34,46","66,90","9,32","0,02",,"2,40","32,80","503,11",,"0,66","0,04","0,01","0,98","0,00","0,00",,,,,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,17",Iqbal dkk,
411,10139,ADNH,,,102,,,,,,,"60,61",,,"0,00","7,67","6,37","5,52","2,86","0,04",,"1,17","1,70","68,63",,"0,09","0,03","0,00","0,89","0,00","0,01",,,,,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,56",Iqbal dkk,
412,10140,ADRL,,,889,,,,,,,"114,97",,,"0,00","34,60","17,71","135,00","9,88","0,03",,"55,43","39,69","390,00",,"0,57","0,03","0,00","1,30","0,00","0,21",,,,,"7,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,31",Iqbal dkk,
413,10141,ADRNM,,,-,,,,,,,-,,,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,54",Iqbal dkk,
414,10142,ADCT,,,-,,,,,,,-,,,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,16",Iqbal dkk,
415,10143,ADWK,,,-,,,,,,,-,,,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,12",Iqbal dkk,
416,10144,ADNC,,,-,,,,,,,-,,,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,83",Iqbal dkk,
